,0
FirstCigaretteAge,0.9974486966167498
CigarettesSmokedDays_30Days,0.9697171381031614
TotalCigarettesSmoked,0.9143649473100388
SmokingTypeMenthol,0.8696616749861342
CigarettesPerDayOnSmokingDays_30Days,0.8685524126455907
CurrentCigaretteSmoking,0.6402662229617304
SmokedAtLeast100CigarettesInLife,0.09761508596783139
sequence_no,0.0
QuestionnaireModeFlag,0.0
